BusinessDate,CLS,BKC,OrderSource,Orders,SubTotal,Whoppers,Jrs,Duos,DuoOrders,DuoSubTotal
06/27/2023,1039,1683,Delivery,11,204.52,3,3,0,0,0
06/27/2023,1039,1683,Store,304,3194.76,45,51,21,20,182.56
06/28/2023,1039,1683,Delivery,8,135.2,1,5,0,0,0
06/28/2023,1039,1683,Store,264,2875.22,45,59,15,14,160.7
06/29/2023,1039,1683,Delivery,16,317.92,7,1,0,0,0
06/29/2023,1039,1683,Store,319,3653.16,56,56,16,14,170.8
06/30/2023,1039,1683,Delivery,19,487.38,4,2,0,0,0
06/30/2023,1039,1683,Store,301,3764.46,52,76,25,19,233.8
07/01/2023,1039,1683,Delivery,19,439.23,2,8,0,0,0
07/01/2023,1039,1683,Store,260,3264,62,66,27,24,282.05
07/02/2023,1039,1683,Delivery,12,231.8,6,0,0,0,0
07/02/2023,1039,1683,Store,219,2903.27,52,43,14,12,144.65
07/03/2023,1039,1683,Delivery,12,262.79,2,4,0,0,0
07/03/2023,1039,1683,Store,294,3471.59,76,67,24,21,232.83
07/04/2023,1039,1683,Delivery,8,172.67,1,2,0,0,0
07/04/2023,1039,1683,Store,173,2029.35,51,21,3,3,18.88
07/05/2023,1039,1683,Delivery,12,340.17,1,10,0,0,0
07/05/2023,1039,1683,Store,239,2516.55,48,62,18,16,180.81
07/06/2023,1039,1683,Delivery,12,308.5,1,5,0,0,0
07/06/2023,1039,1683,Store,266,3031.46,66,41,11,10,113.24
07/07/2023,1039,1683,Delivery,14,283.46,1,1,0,0,0
07/07/2023,1039,1683,Store,315,3696.65,60,63,26,23,256.97
07/08/2023,1039,1683,Delivery,14,332.08,1,1,0,0,0
07/08/2023,1039,1683,Store,210,2570.93,40,33,12,10,117.88
07/09/2023,1039,1683,Delivery,12,262.51,5,2,0,0,0
07/09/2023,1039,1683,Store,228,3190.16,73,63,20,16,201.96
07/10/2023,1039,1683,Delivery,14,307.91,0,1,0,0,0
07/10/2023,1039,1683,Store,274,2955.63,59,59,18,17,289.85
07/11/2023,1039,1683,Delivery,15,308.81,2,0,0,0,0
07/11/2023,1039,1683,Store,253,2933.61,38,49,16,13,120.4
07/12/2023,1039,1683,Delivery,17,352.01,5,4,0,0,0
07/12/2023,1039,1683,Store,276,3090.29,64,64,18,16,193.02
07/13/2023,1039,1683,Delivery,13,258.01,3,1,0,0,0
07/13/2023,1039,1683,Store,280,2813.52,45,33,9,9,119.24
07/14/2023,1039,1683,Delivery,20,460.27,3,5,0,0,0
07/14/2023,1039,1683,Store,304,3945.23,73,68,16,16,158.01
07/15/2023,1039,1683,Delivery,13,232.14,4,0,0,0,0
07/15/2023,1039,1683,Store,248,3070.96,49,68,23,18,274.32
07/16/2023,1039,1683,Delivery,8,228.7,2,0,0,0,0
07/16/2023,1039,1683,Store,204,2592.84,50,44,11,11,162.38
07/17/2023,1039,1683,Delivery,14,311.56,0,3,0,0,0
07/17/2023,1039,1683,Store,253,2845.97,54,71,19,19,238.13
07/18/2023,1039,1683,Delivery,16,365,4,3,0,0,0
07/18/2023,1039,1683,Store,290,3247.73,67,48,14,14,162.69
07/19/2023,1039,1683,Delivery,11,241.7,1,2,0,0,0
07/19/2023,1039,1683,Store,260,2950.83,45,61,16,14,140.15
07/20/2023,1039,1683,Delivery,17,331.23,3,7,0,0,0
07/20/2023,1039,1683,Store,284,3080.24,58,69,20,17,157.92
07/21/2023,1039,1683,Delivery,16,410.23,7,6,0,0,0
07/21/2023,1039,1683,Store,328,4164.12,73,94,29,27,290.6
07/22/2023,1039,1683,Delivery,19,358.13,5,1,0,0,0
07/22/2023,1039,1683,Store,224,3049.06,61,44,12,11,149.48
07/23/2023,1039,1683,Delivery,12,248.62,3,0,0,0,0
07/23/2023,1039,1683,Store,226,3010.82,57,30,6,6,69.07
07/24/2023,1039,1683,Delivery,6,126.07,1,0,0,0,0
07/24/2023,1039,1683,Store,291,3407.13,68,53,18,15,163.13
07/25/2023,1039,1683,Delivery,15,248.64,4,0,0,0,0
07/25/2023,1039,1683,Store,251,2678.81,43,57,19,18,188.53
07/26/2023,1039,1683,Delivery,15,309.7,2,1,0,0,0
07/26/2023,1039,1683,Store,258,2854.02,50,52,13,12,163.24
07/27/2023,1039,1683,Delivery,13,380.22,9,1,0,0,0
07/27/2023,1039,1683,Store,309,3563.62,68,68,19,15,207.66
07/28/2023,1039,1683,Delivery,9,207.94,1,1,0,0,0
07/28/2023,1039,1683,Store,314,3936.5,70,74,24,22,212.55
07/29/2023,1039,1683,Delivery,12,250.36,1,2,0,0,0
07/29/2023,1039,1683,Store,222,2653.47,46,50,15,15,200.25
07/30/2023,1039,1683,Delivery,11,242.12,5,2,0,0,0
07/30/2023,1039,1683,Store,207,2477.81,43,38,9,9,83.4
07/31/2023,1039,1683,Delivery,10,237.79,2,0,0,0,0
07/31/2023,1039,1683,Store,259,3069.46,46,66,21,20,223.93
08/01/2023,1039,1683,Delivery,5,89.21,2,0,0,0,0
08/01/2023,1039,1683,Store,300,3455.87,64,60,25,23,192.24
08/02/2023,1039,1683,Delivery,15,279.24,2,0,0,0,0
08/02/2023,1039,1683,Store,276,3108.38,40,57,16,15,164.97
08/03/2023,1039,1683,Delivery,12,330.22,1,1,0,0,0
08/03/2023,1039,1683,Store,333,3678.63,58,57,14,13,190.17
08/04/2023,1039,1683,Delivery,19,404.75,8,4,0,0,0
08/04/2023,1039,1683,Store,321,4037.69,68,82,27,23,241.42
08/05/2023,1039,1683,Delivery,16,347.42,6,1,0,0,0
08/05/2023,1039,1683,Store,252,3208.58,53,65,25,21,272.16
08/06/2023,1039,1683,Delivery,10,181.24,4,0,0,0,0
08/06/2023,1039,1683,Store,216,2940.56,34,64,20,17,246.76
08/07/2023,1039,1683,Delivery,18,347.44,4,2,0,0,0
08/07/2023,1039,1683,Store,274,3195.59,60,54,13,13,139.19
08/08/2023,1039,1683,Delivery,19,389.64,1,3,0,0,0
08/08/2023,1039,1683,Store,294,3373.76,48,76,29,25,265.71
08/09/2023,1039,1683,Delivery,16,296.13,4,0,0,0,0
08/09/2023,1039,1683,Store,307,3528.53,52,60,18,16,216.03
08/10/2023,1039,1683,Delivery,12,283.08,3,0,0,0,0
08/10/2023,1039,1683,Store,302,3329.37,61,50,17,17,169.48
08/11/2023,1039,1683,Delivery,15,283.14,7,1,0,0,0
08/11/2023,1039,1683,Store,318,3909.23,60,57,21,20,205.97
08/12/2023,1039,1683,Delivery,9,160.67,0,0,0,0,0
08/12/2023,1039,1683,Store,236,2972.16,41,52,14,12,250.93
08/13/2023,1039,1683,Delivery,9,189.36,3,2,0,0,0
08/13/2023,1039,1683,Store,241,2961.33,44,58,16,14,215.47
08/14/2023,1039,1683,Delivery,11,242.1,6,2,0,0,0
08/14/2023,1039,1683,Store,289,3272.38,44,70,21,20,231.51
08/15/2023,1039,1683,Delivery,12,249.02,1,0,0,0,0
08/15/2023,1039,1683,Store,269,2860.57,53,61,18,17,147.46
08/16/2023,1039,1683,Delivery,14,248.51,1,2,0,0,0
08/16/2023,1039,1683,Store,363,5261.17,92,83,23,21,277.78
11/03/2022,1040,1734,Delivery,4,65.48,0,0,0,0,0
11/03/2022,1040,1734,Store,473,4720.68,83,62,0,0,0
11/04/2022,1040,1734,Delivery,6,97.16,2,0,0,0,0
11/04/2022,1040,1734,Store,452,4777.87,82,51,0,0,0
11/05/2022,1040,1734,Delivery,6,113.64,2,0,0,0,0
11/05/2022,1040,1734,Store,325,3473.25,50,28,0,0,0
11/06/2022,1040,1734,Delivery,4,82.85,0,0,0,0,0
11/06/2022,1040,1734,Store,312,3397.95,52,34,0,0,0
11/07/2022,1040,1734,Delivery,6,127.9,1,0,0,0,0
11/07/2022,1040,1734,Store,457,4785.98,79,55,0,0,0
11/08/2022,1040,1734,Delivery,4,81.88,0,1,0,0,0
11/08/2022,1040,1734,Store,436,4373.95,60,36,0,0,0
11/09/2022,1040,1734,Delivery,1,26.02,0,0,0,0,0
11/09/2022,1040,1734,Store,440,4432.14,77,34,0,0,0
11/10/2022,1040,1734,Delivery,3,76.98,0,0,0,0,0
11/10/2022,1040,1734,Store,475,4910.48,68,66,0,0,0
11/11/2022,1040,1734,Delivery,8,184.65,5,0,0,0,0
11/11/2022,1040,1734,Store,449,5005.87,78,52,0,0,0
11/12/2022,1040,1734,Delivery,3,69.46,1,1,0,0,0
11/12/2022,1040,1734,Store,296,3564.56,55,33,0,0,0
11/13/2022,1040,1734,Delivery,4,61.38,1,1,0,0,0
11/13/2022,1040,1734,Store,254,2814.62,49,25,0,0,0
11/14/2022,1040,1734,Delivery,5,113.54,3,0,0,0,0
11/14/2022,1040,1734,Store,444,4744.28,81,49,0,0,0
11/15/2022,1040,1734,Delivery,2,38.16,0,0,0,0,0
11/15/2022,1040,1734,Store,385,3849.42,56,32,0,0,0
11/16/2022,1040,1734,Delivery,3,56,0,0,0,0,0
11/16/2022,1040,1734,Store,416,4308.35,79,62,0,0,0
11/17/2022,1040,1734,Delivery,6,127.03,3,0,0,0,0
11/17/2022,1040,1734,Store,443,4559.18,89,49,0,0,0
11/18/2022,1040,1734,Delivery,3,58.9,0,0,0,0,0
11/18/2022,1040,1734,Store,455,5111.29,110,59,0,0,0
11/19/2022,1040,1734,Delivery,5,94.61,1,0,0,0,0
11/19/2022,1040,1734,Store,305,3410.71,45,17,0,0,0
11/20/2022,1040,1734,Delivery,4,106.29,2,1,0,0,0
11/20/2022,1040,1734,Store,259,3009.59,53,27,0,0,0
11/21/2022,1040,1734,Delivery,5,97.16,1,0,0,0,0
11/21/2022,1040,1734,Store,480,5183.01,91,60,0,0,0
11/22/2022,1040,1734,Delivery,7,129.68,2,0,0,0,0
11/22/2022,1040,1734,Store,507,5508.05,104,70,0,0,0
11/23/2022,1040,1734,Delivery,8,151.16,0,0,0,0,0
11/23/2022,1040,1734,Store,503,5564.14,115,69,0,0,0
11/25/2022,1040,1734,Delivery,3,71.69,1,0,0,0,0
11/25/2022,1040,1734,Store,383,4245.24,83,41,0,0,0
11/26/2022,1040,1734,Delivery,6,151.38,3,0,0,0,0
11/26/2022,1040,1734,Store,311,3601.59,68,47,0,0,0
11/27/2022,1040,1734,Delivery,5,145.16,1,4,0,0,0
11/27/2022,1040,1734,Store,293,3629.33,63,49,0,0,0
11/28/2022,1040,1734,Delivery,7,134.54,3,1,0,0,0
11/28/2022,1040,1734,Store,404,4499.72,90,65,0,0,0
11/29/2022,1040,1734,Delivery,7,124.09,1,2,0,0,0
11/29/2022,1040,1734,Store,439,4411.19,75,56,0,0,0
11/30/2022,1040,1734,Delivery,10,202.24,1,0,0,0,0
11/30/2022,1040,1734,Store,468,4994.33,97,52,0,0,0
12/01/2022,1040,1734,Delivery,2,57.97,1,0,0,0,0
12/01/2022,1040,1734,Store,276,3243.09,57,75,20,18,208.79
12/02/2022,1040,1734,Delivery,2,23.64,0,0,0,0,0
12/02/2022,1040,1734,Store,475,5277.95,74,82,13,13,160.43
12/03/2022,1040,1734,Delivery,6,120.97,1,0,0,0,0
12/03/2022,1040,1734,Store,360,4211.29,73,55,12,11,145.79
12/04/2022,1040,1734,Delivery,2,33.9,0,0,0,0,0
12/04/2022,1040,1734,Store,251,2795.45,51,46,8,7,117.21
12/05/2022,1040,1734,Delivery,2,42.26,0,0,0,0,0
12/05/2022,1040,1734,Store,414,4305.06,63,68,13,13,157.28
12/06/2022,1040,1734,Delivery,11,218.56,3,0,0,0,0
12/06/2022,1040,1734,Store,434,4651.1,89,95,22,21,178.5
12/07/2022,1040,1734,Delivery,7,139.51,2,3,0,0,0
12/07/2022,1040,1734,Store,438,4733.58,86,85,20,18,196.83
12/08/2022,1040,1734,Delivery,4,73.6,1,1,0,0,0
12/08/2022,1040,1734,Store,493,4948.83,82,82,14,14,170.28
12/09/2022,1040,1734,Delivery,5,103.14,1,0,0,0,0
12/09/2022,1040,1734,Store,468,4922.42,92,67,15,15,144.99
12/10/2022,1040,1734,Delivery,3,55.14,0,0,0,0,0
12/10/2022,1040,1734,Store,396,4364.99,61,98,23,20,273.04
12/11/2022,1040,1734,Delivery,5,90.4,0,0,0,0,0
12/11/2022,1040,1734,Store,250,2747.98,42,47,9,9,109.29
12/12/2022,1040,1734,Delivery,9,190.07,3,0,0,0,0
12/12/2022,1040,1734,Store,431,4652.68,71,102,21,18,209.08
12/13/2022,1040,1734,Delivery,3,64.01,2,0,0,0,0
12/13/2022,1040,1734,Store,444,4590.73,72,80,19,19,191.93
12/14/2022,1040,1734,Delivery,3,57.72,1,0,0,0,0
12/14/2022,1040,1734,Store,452,4601.45,63,72,15,15,170.09
12/15/2022,1040,1734,Delivery,4,121.9,0,0,0,0,0
12/15/2022,1040,1734,Store,190,2195.59,26,32,9,8,87.67
12/16/2022,1040,1734,Delivery,6,132.73,1,0,0,0,0
12/16/2022,1040,1734,Store,453,5014.93,93,111,30,27,349.67
12/17/2022,1040,1734,Delivery,4,105.8,2,0,0,0,0
12/17/2022,1040,1734,Store,319,3541.57,71,65,14,14,129.21
12/18/2022,1040,1734,Delivery,4,52.11,2,0,0,0,0
12/18/2022,1040,1734,Store,272,3248.51,53,73,16,15,208.37
12/19/2022,1040,1734,Delivery,1,20.9,0,0,0,0,0
12/19/2022,1040,1734,Store,426,4419.95,77,82,19,18,219.54
12/20/2022,1040,1734,Delivery,2,35.69,0,0,0,0,0
12/20/2022,1040,1734,Store,431,4509.19,78,77,14,13,128.77
12/21/2022,1040,1734,Delivery,3,50.77,0,0,0,0,0
12/21/2022,1040,1734,Store,438,4647.89,87,89,15,14,187.74
12/22/2022,1040,1734,Delivery,4,72.68,1,0,0,0,0
12/22/2022,1040,1734,Store,287,3128.46,41,41,7,7,93.5
12/23/2022,1040,1734,Delivery,2,43.02,0,0,0,0,0
12/23/2022,1040,1734,Store,212,2439.51,36,45,13,12,187.54
12/24/2022,1040,1734,Delivery,5,69.69,0,0,0,0,0
12/24/2022,1040,1734,Store,252,3246.39,62,38,8,8,110.62
12/26/2022,1040,1734,Delivery,6,162.1,3,3,0,0,0
12/26/2022,1040,1734,Store,289,3341.39,64,51,13,13,144.5
12/27/2022,1040,1734,Delivery,5,81.31,2,0,0,0,0
12/27/2022,1040,1734,Store,425,4586.11,98,76,15,11,143.24
12/28/2022,1040,1734,Delivery,3,50.92,0,0,0,0,0
12/28/2022,1040,1734,Store,420,4743.53,89,79,15,14,157.71
12/29/2022,1040,1734,Delivery,10,155.71,2,1,0,0,0
12/29/2022,1040,1734,Store,425,4504.46,80,104,24,24,248.5
12/30/2022,1040,1734,Delivery,3,62.99,2,1,0,0,0
12/30/2022,1040,1734,Store,437,4683.75,73,87,23,22,294.02
12/31/2022,1040,1734,Delivery,1,5.7,0,0,0,0,0
12/31/2022,1040,1734,Store,251,2535.04,37,44,10,10,121.84
01/01/2023,1040,1734,Delivery,2,27.47,0,0,0,0,0
01/01/2023,1040,1734,Store,140,1762.44,32,21,4,4,33.35
01/02/2023,1040,1734,Delivery,6,137.39,2,0,0,0,0
01/02/2023,1040,1734,Store,299,3282.45,55,45,12,12,167.04
01/03/2023,1040,1734,Delivery,1,34.19,0,0,0,0,0
01/03/2023,1040,1734,Store,423,4381.02,90,84,18,18,157.2
01/04/2023,1040,1734,Delivery,5,73.99,0,0,0,0,0
01/04/2023,1040,1734,Store,421,4293.36,74,84,23,20,260
01/05/2023,1040,1734,Delivery,7,154.19,2,2,0,0,0
01/05/2023,1040,1734,Store,453,4481.87,69,51,0,0,0
01/06/2023,1040,1734,Delivery,8,161.19,1,0,0,0,0
01/06/2023,1040,1734,Store,462,5054.89,71,69,0,0,0
01/07/2023,1040,1734,Delivery,4,78.06,1,0,0,0,0
01/07/2023,1040,1734,Store,320,3340.95,53,34,0,0,0
01/08/2023,1040,1734,Delivery,5,108.06,0,0,0,0,0
01/08/2023,1040,1734,Store,242,2680.4,35,24,0,0,0
01/09/2023,1040,1734,Delivery,2,48.81,1,0,0,0,0
01/09/2023,1040,1734,Store,440,4327.76,52,34,0,0,0
01/10/2023,1040,1734,Delivery,4,75.39,0,0,0,0,0
01/10/2023,1040,1734,Store,421,4262.19,48,44,0,0,0
01/11/2023,1040,1734,Delivery,0,0,0,0,0,0,0
01/11/2023,1040,1734,Store,433,4330.07,55,38,0,0,0
01/12/2023,1040,1734,Delivery,6,99.92,2,0,0,0,0
01/12/2023,1040,1734,Store,448,4412.82,57,36,0,0,0
01/13/2023,1040,1734,Delivery,6,109.53,0,0,0,0,0
01/13/2023,1040,1734,Store,422,4483.53,56,44,0,0,0
01/14/2023,1040,1734,Delivery,6,105.67,2,0,0,0,0
01/14/2023,1040,1734,Store,321,3484.26,52,43,0,0,0
01/15/2023,1040,1734,Delivery,4,67.3,1,2,0,0,0
01/15/2023,1040,1734,Store,261,2902.18,51,28,0,0,0
01/16/2023,1040,1734,Delivery,4,81.58,0,0,0,0,0
01/16/2023,1040,1734,Store,407,4119.05,63,38,0,0,0
01/17/2023,1040,1734,Delivery,1,23.99,0,0,0,0,0
01/17/2023,1040,1734,Store,426,4180.1,62,47,0,0,0
01/18/2023,1040,1734,Delivery,6,176.32,4,2,0,0,0
01/18/2023,1040,1734,Store,419,4239.16,63,44,0,0,0
01/19/2023,1040,1734,Delivery,5,85.81,0,1,0,0,0
01/19/2023,1040,1734,Store,404,4031.81,65,33,0,0,0
01/20/2023,1040,1734,Delivery,5,105.56,1,0,0,0,0
01/20/2023,1040,1734,Store,418,4574.96,70,61,0,0,0
01/21/2023,1040,1734,Delivery,4,81.88,1,2,0,0,0
01/21/2023,1040,1734,Store,328,3481.09,49,38,0,0,0
01/22/2023,1040,1734,Delivery,3,41.35,1,0,0,0,0
01/22/2023,1040,1734,Store,222,2444.92,41,24,0,0,0
01/23/2023,1040,1734,Delivery,3,101.28,2,1,0,0,0
01/23/2023,1040,1734,Store,373,3822.16,57,34,0,0,0
01/24/2023,1040,1734,Delivery,7,127.57,2,2,0,0,0
01/24/2023,1040,1734,Store,430,4568.25,81,50,0,0,0
01/25/2023,1040,1734,Delivery,6,147.18,0,0,0,0,0
01/25/2023,1040,1734,Store,289,3134.04,43,22,0,0,0
04/20/2023,1040,1734,Delivery,5,81.61,2,0,0,0,0
04/20/2023,1040,1734,Store,469,5132.45,73,56,0,0,0
04/21/2023,1040,1734,Delivery,7,104.39,3,0,0,0,0
04/21/2023,1040,1734,Store,455,5175.48,71,44,0,0,0
04/22/2023,1040,1734,Delivery,3,42.59,1,0,0,0,0
04/22/2023,1040,1734,Store,385,4724.36,83,45,0,0,0
04/23/2023,1040,1734,Delivery,2,30.2,0,0,0,0,0
04/23/2023,1040,1734,Store,312,3731.38,50,38,0,0,0
04/24/2023,1040,1734,Delivery,5,107.23,0,0,0,0,0
04/24/2023,1040,1734,Store,420,4635.68,73,47,0,0,0
04/25/2023,1040,1734,Delivery,4,96.94,6,1,0,0,0
04/25/2023,1040,1734,Store,452,5080.5,71,54,0,0,0
04/26/2023,1040,1734,Delivery,8,172.28,2,1,0,0,0
04/26/2023,1040,1734,Store,462,4871.63,73,65,0,0,0
04/27/2023,1040,1734,Delivery,3,40.53,1,0,0,0,0
04/27/2023,1040,1734,Store,486,5387.56,67,59,0,0,0
04/28/2023,1040,1734,Delivery,9,192.52,5,4,0,0,0
04/28/2023,1040,1734,Store,486,5390.68,73,52,0,0,0
04/29/2023,1040,1734,Delivery,3,42.92,1,0,0,0,0
04/29/2023,1040,1734,Store,386,4691.39,78,27,0,0,0
04/30/2023,1040,1734,Delivery,2,44.29,0,0,0,0,0
04/30/2023,1040,1734,Store,226,2780.27,50,30,0,0,0
05/01/2023,1040,1734,Delivery,11,158.02,1,0,0,0,0
05/01/2023,1040,1734,Store,407,4532.99,70,38,0,0,0
05/02/2023,1040,1734,Delivery,7,124.08,1,0,0,0,0
05/02/2023,1040,1734,Store,447,4708.62,65,44,0,0,0
05/03/2023,1040,1734,Delivery,7,149.9,1,0,0,0,0
05/03/2023,1040,1734,Store,443,4902.16,80,70,0,0,0
05/04/2023,1040,1734,Delivery,6,114.26,1,0,0,0,0
05/04/2023,1040,1734,Store,482,5078.63,64,51,0,0,0
05/05/2023,1040,1734,Delivery,7,140.27,1,1,0,0,0
05/05/2023,1040,1734,Store,536,6353.7,88,74,0,0,0
05/06/2023,1040,1734,Delivery,3,52.23,0,0,0,0,0
05/06/2023,1040,1734,Store,324,3574.18,50,41,0,0,0
05/07/2023,1040,1734,Delivery,5,92.28,0,0,0,0,0
05/07/2023,1040,1734,Store,305,3502.88,42,36,0,0,0
05/08/2023,1040,1734,Delivery,10,213.95,2,0,0,0,0
05/08/2023,1040,1734,Store,461,4905.51,75,55,0,0,0
05/09/2023,1040,1734,Delivery,6,125.2,3,0,0,0,0
05/09/2023,1040,1734,Store,475,5196,70,56,0,0,0
05/10/2023,1040,1734,Delivery,3,56.48,0,1,0,0,0
05/10/2023,1040,1734,Store,440,4571.07,61,55,0,0,0
05/11/2023,1040,1734,Delivery,9,179.07,2,1,0,0,0
05/11/2023,1040,1734,Store,480,5320.28,79,65,0,0,0
05/12/2023,1040,1734,Delivery,7,196.1,1,2,0,0,0
05/12/2023,1040,1734,Store,501,5665.84,81,74,0,0,0
05/13/2023,1040,1734,Delivery,5,85.48,0,0,0,0,0
05/13/2023,1040,1734,Store,336,3817.78,37,55,0,0,0
05/14/2023,1040,1734,Delivery,5,105.76,2,0,0,0,0
05/14/2023,1040,1734,Store,302,3468.94,59,24,0,0,0
05/15/2023,1040,1734,Delivery,5,95.12,0,0,0,0,0
05/15/2023,1040,1734,Store,411,4305.52,66,40,0,0,0
05/16/2023,1040,1734,Delivery,4,94.48,1,0,0,0,0
05/16/2023,1040,1734,Store,461,5046.96,77,56,0,0,0
05/17/2023,1040,1734,Delivery,10,303.56,6,0,0,0,0
05/17/2023,1040,1734,Store,499,5504.32,90,83,0,0,0
05/18/2023,1040,1734,Delivery,3,73.71,0,0,0,0,0
05/18/2023,1040,1734,Store,500,5373.83,104,78,13,13,146.54
05/19/2023,1040,1734,Delivery,7,152.29,2,0,0,0,0
05/19/2023,1040,1734,Store,491,5748.33,93,76,14,12,163.99
05/20/2023,1040,1734,Delivery,5,113.33,0,0,0,0,0
05/20/2023,1040,1734,Store,351,4132.81,49,66,14,11,146.12
05/21/2023,1040,1734,Delivery,6,136.18,2,1,0,0,0
05/21/2023,1040,1734,Store,308,3798.74,60,67,12,11,158.33
05/22/2023,1040,1734,Delivery,5,154.2,8,2,0,0,0
05/22/2023,1040,1734,Store,423,4659.83,66,81,15,14,128.34
05/23/2023,1040,1734,Delivery,5,117.03,3,0,0,0,0
05/23/2023,1040,1734,Store,456,4929.57,74,73,17,15,159.3
05/24/2023,1040,1734,Delivery,4,75.51,1,1,0,0,0
05/24/2023,1040,1734,Store,480,5514.97,107,74,17,17,173.75
05/25/2023,1040,1734,Delivery,3,49.87,0,0,0,0,0
05/25/2023,1040,1734,Store,475,5131.04,63,93,15,15,141.91
05/26/2023,1040,1734,Delivery,4,109.4,2,0,0,0,0
05/26/2023,1040,1734,Store,511,5882.83,83,100,16,16,149.13
05/27/2023,1040,1734,Delivery,3,69.12,0,0,0,0,0
05/27/2023,1040,1734,Store,350,3868.54,51,78,16,16,169.73
05/28/2023,1040,1734,Delivery,4,73.31,2,0,0,0,0
05/28/2023,1040,1734,Store,253,2975.45,24,39,13,13,135.48
05/29/2023,1040,1734,Delivery,3,51.18,1,0,0,0,0
05/29/2023,1040,1734,Store,243,2933.6,50,33,5,5,91.76
05/30/2023,1040,1734,Delivery,4,91.69,2,0,0,0,0
05/30/2023,1040,1734,Store,444,4710.62,74,92,29,27,329.29
05/31/2023,1040,1734,Delivery,6,138.79,1,0,0,0,0
05/31/2023,1040,1734,Store,435,4686.83,76,77,19,18,202.4
06/01/2023,1040,1734,Delivery,5,74.47,1,0,0,0,0
06/01/2023,1040,1734,Store,488,5413.1,92,93,23,19,209.62
06/02/2023,1040,1734,Delivery,8,152.54,0,2,0,0,0
06/02/2023,1040,1734,Store,534,6378.16,97,96,27,24,293.26
06/03/2023,1040,1734,Delivery,5,91.46,1,0,0,0,0
06/03/2023,1040,1734,Store,369,4349.91,40,72,17,16,176.29
06/04/2023,1040,1734,Delivery,4,68.36,1,0,0,0,0
06/04/2023,1040,1734,Store,308,3644.1,75,50,10,10,111.97
06/05/2023,1040,1734,Delivery,2,62.84,2,0,0,0,0
06/05/2023,1040,1734,Store,476,5277.65,83,100,31,28,274.39
06/06/2023,1040,1734,Delivery,3,50.74,0,0,0,0,0
06/06/2023,1040,1734,Store,460,4849.27,82,101,24,24,221.44
06/07/2023,1040,1734,Delivery,8,131.38,3,1,0,0,0
06/07/2023,1040,1734,Store,472,5024.86,87,95,25,24,258.76
06/08/2023,1040,1734,Delivery,3,101.12,0,0,0,0,0
06/08/2023,1040,1734,Store,483,5265.93,72,94,27,26,308
06/09/2023,1040,1734,Delivery,1,29.94,0,0,0,0,0
06/09/2023,1040,1734,Store,500,5901.24,97,99,28,26,338.51
06/10/2023,1040,1734,Delivery,4,83.13,2,0,0,0,0
06/10/2023,1040,1734,Store,373,4244.42,58,98,28,21,254.69
06/11/2023,1040,1734,Delivery,1,13.65,0,0,0,0,0
06/11/2023,1040,1734,Store,303,3404.49,49,57,12,11,82.15
06/12/2023,1040,1734,Delivery,4,70.03,2,0,0,0,0
06/12/2023,1040,1734,Store,388,3983.28,52,74,14,13,137.53
06/13/2023,1040,1734,Delivery,7,114.75,4,1,0,0,0
06/13/2023,1040,1734,Store,445,4700.09,76,96,26,26,209.07
06/14/2023,1040,1734,Delivery,6,95.5,0,0,0,0,0
06/14/2023,1040,1734,Store,458,4998.5,100,78,18,18,230.69
06/15/2023,1040,1734,Delivery,5,70.81,1,0,0,0,0
06/15/2023,1040,1734,Store,489,5557.63,97,109,29,29,325.46
06/16/2023,1040,1734,Delivery,5,151.49,2,0,0,0,0
06/16/2023,1040,1734,Store,451,4835.36,74,99,36,32,293.85
06/17/2023,1040,1734,Delivery,6,94.28,2,1,0,0,0
06/17/2023,1040,1734,Store,297,3320.66,45,51,14,13,146.84
06/18/2023,1040,1734,Delivery,4,78.82,1,0,0,0,0
06/18/2023,1040,1734,Store,247,2800.58,47,42,14,14,146.31
06/19/2023,1040,1734,Delivery,3,51.88,2,0,0,0,0
06/19/2023,1040,1734,Store,420,4459.07,67,88,33,25,311.56
06/20/2023,1040,1734,Delivery,8,161.33,0,0,0,0,0
06/20/2023,1040,1734,Store,429,4518.96,58,91,23,22,236.92
06/21/2023,1040,1734,Delivery,3,45.69,1,0,0,0,0
06/21/2023,1040,1734,Store,473,4996.01,82,116,36,29,392.39
06/22/2023,1040,1734,Delivery,9,160.44,3,2,0,0,0
06/22/2023,1040,1734,Store,469,5268.4,83,115,34,29,259.41
06/23/2023,1040,1734,Delivery,11,293.98,3,0,0,0,0
06/23/2023,1040,1734,Store,418,4879.49,90,87,35,30,339.31
06/24/2023,1040,1734,Delivery,6,94.04,1,0,0,0,0
06/24/2023,1040,1734,Store,324,3499.05,41,89,25,23,258.49
06/25/2023,1040,1734,Delivery,2,50.66,0,0,0,0,0
06/25/2023,1040,1734,Store,272,3118.83,49,55,20,19,205.47
06/26/2023,1040,1734,Delivery,11,211.51,1,0,0,0,0
06/26/2023,1040,1734,Store,412,4261.55,56,96,29,26,234.16
06/27/2023,1040,1734,Delivery,6,112.24,0,0,0,0,0
06/27/2023,1040,1734,Store,412,4450.03,75,80,17,16,153.8
06/28/2023,1040,1734,Delivery,6,112.75,0,0,0,0,0
06/28/2023,1040,1734,Store,460,4748.32,92,103,27,24,279.45
06/29/2023,1040,1734,Delivery,7,153.85,3,0,0,0,0
06/29/2023,1040,1734,Store,447,4960.24,82,90,27,25,285.74
