"id","status","city","state","postalCode","dmaName","latitude","longitude","Carrols"
"6405","Open","CANTON","NC","28716","Greenville-Spart-Asheville, SC","35.555240","-82.850887",TRUE
"6401","Open","Buford","GA","30518","Atlanta, GA","34.092303","-83.999801",FALSE
"6387","Open","Burtonsville","MD","20866","Washington, DC","39.113452","-76.932232",FALSE
"6388","Remodel","ALBUQUERQUE","NM","87110","Albuquerque-Santa Fe, NM","35.087450","-106.568592",FALSE
"6389","Open","COLUMBIA CITY","IN","46725","Ft. Wayne, IN","41.165607","-85.487617",TRUE
"6392","Open","BRADENTON","FL","34208","Tampa-St. Petersburg, FL","27.492025","-82.479614",FALSE
"6395","Open","LAURENS","SC","29360","Greenville-Spart-Asheville, SC","34.492791","-81.980702",FALSE
"6399","Open","WHITTIER","CA","90606","Los Angeles, CA","33.973184","-118.073037",FALSE
"6400","Open","OKEECHOBEE","FL","34972","West Palm Beach-Ft. Pierce, FL","27.243347","-80.823486",FALSE
"6417","Open","EDINBURG","TX","78539","Mc Allen-Brownsville, TX","26.287348","-98.164891",FALSE
"6418","Open","Denham Springs","LA","70727","Baton Rouge, LA","30.456833","-90.955227",FALSE
"6416","Open","FORTUNA","CA","95540","Eureka, CA","40.581694","-124.146374",FALSE
"1","Open","MIAMI","FL","33142","Miami-Ft. Lauderdale, FL","25.809483","-80.239913",FALSE
"4","Open","HOMESTEAD","FL","33033","Miami-Ft. Lauderdale, FL","25.484790","-80.461292",FALSE
"5","Open","MIAMI","FL","33147","Miami-Ft. Lauderdale, FL","25.846963","-80.241513",FALSE
"6","Open","MIAMI","FL","33156","Miami-Ft. Lauderdale, FL","25.685036","-80.312300",FALSE
"7","Open","MIAMI","FL","33145","Miami-Ft. Lauderdale, FL","25.750310","-80.243567",FALSE
"10","Open","HIALEAH","FL","33010","Miami-Ft. Lauderdale, FL","25.830717","-80.266825",FALSE
"12","Open","MIAMI","FL","33162","Miami-Ft. Lauderdale, FL","25.925738","-80.161649",FALSE
"6406","Open","New Orleans","LA","70119","New Orleans, LA","29.983220","-90.105320",FALSE
"13","Open","MIAMI","FL","33169","Miami-Ft. Lauderdale, FL","25.946518","-80.205739",FALSE
"6409","Open","LODI","CA","95240","Sacramento-Stockton, CA","38.137402","-121.260488",FALSE
"6410","Open","FOREST","VA","24551","Roanoke-Lynchburg, VA","37.377828","-79.247998",TRUE
"6411","Open","Las Vegas","NV","89108","Las Vegas, NV","36.217880","-115.242114",FALSE
"6413","Open","ANDREWS AFB","MD","20762","Washington, DC","38.818407","-76.883734",FALSE
"6430","Open","SHREVEPORT","LA","71108","Shreveport, LA","32.449182","-93.780770",TRUE
"6431","Open","Greencastle","IN","46135","Indianapolis, IN","39.646630","-86.828830",FALSE
"6432","Open","CAROL STREAM","IL","60188","Chicago, IL","41.939952","-88.148187",FALSE
"1904","Open","MCALLEN","TX","78501","Mc Allen-Brownsville, TX","26.193363","-98.231730",FALSE
"6419","Open","SAN JOSE","CA","95122","San Francisco-Oak-San Jose, CA","37.333967","-121.853866",FALSE
"6420","Open","SUMMERVILLE","SC","29485","Charleston, SC","32.965118","-80.166138",FALSE
"6423","Open","ALTOONA","PA","16602","Johnstown-Altoona, PA","40.518365","-78.373744",TRUE
"6424","Open","Johnston","RI","02919","Providence-New Bedford, RI","41.859844","-71.488037",FALSE
"6425","Open","MONROE","MI","48162","Toledo, OH","41.928306","-83.354718",FALSE
"6426","Open","PIERRE","SD","57501","Sioux Falls-Mitchell, SD","44.367502","-100.355607",FALSE
"6427","Open","Lawrenceville","GA","30046","Atlanta, GA","33.940182","-83.982536",FALSE
"6449","Open","FRESNO","CA","93720","Fresno-Visalia, CA","36.838364","-119.753664",FALSE
"6452","Open","HANOVER","MD","21076","Baltimore, MD","39.160228","-76.680891",TRUE
"1928","Open","Bay St. Louis","MS","39520","New Orleans, LA","30.317361","-89.346574",FALSE
"1924","Open","ROCHESTER","NY","14606","Rochester, NY","43.164745","-77.646767",TRUE
"1921","Open","BRIDGETON","NJ","08302","Philadelphia, PA","39.458555","-75.209147",FALSE
"1915","Open","WICHITA","KS","67212","Wichita-Hutchinson, KS","37.695095","-97.444070",FALSE
"1912","Open","NEWTON","NJ","07860","New Jersey - Sub","41.070109","-74.741237",TRUE
"1911","Open","ANSONIA","CT","06401","Hartford-New Haven, CT","41.332850","-73.083877",FALSE
"1906","Open","BRUNSWICK","ME","04011","Portland-Auburn, ME","43.907221","-69.917801",TRUE
"6439","Open","OXNARD","CA","93036","Los Angeles, CA","34.224006","-119.149811",FALSE
"6441","Open","PHOENIXVILLE","PA","19460","Philadelphia, PA","40.139378","-75.545401",FALSE
"6443","Open","WELLSVILLE","NY","14895","Buffalo, NY","42.126647","-77.968734",TRUE
"6446","Open","COLUMBUS","GA","31907","Columbus, GA","32.522976","-84.890257",FALSE
"6447","Open","STREATOR","IL","61364","Chicago, IL","41.144019","-88.835528",FALSE
"1923","Open","LEXINGTON","KY","40511","Lexington, KY","38.071948","-84.478263",FALSE
"6467","Open","NORTH WILKESBORO","NC","28659","Greensboro-Wstn-Salem, NC","36.177778","-81.143606",TRUE
"6468","Open","HUNTSVILLE","AL","35810","Huntsville-Decatur, AL","34.773111","-86.585888",FALSE
"1950","Open","Baltimore","MD","21230","Baltimore, MD","39.248656","-76.639255",FALSE
"1949","Open","INDIANAPOLIS","IN","46203","Indianapolis, IN","39.711426","-86.082112",TRUE
"1948","Open","SYRACUSE","NY","13206","Syracuse, NY","43.076078","-76.088546",TRUE
"1947","Open","NEWARK","NY","14513","Rochester, NY","43.046370","-77.112470",TRUE
"1943","Open","ANTIOCH","CA","94509","San Francisco-Oak-San Jose, CA","38.005134","-121.835355",FALSE
"1940","Open","WESTBOROUGH","MA","01581","Boston, MA","42.285837","-71.608129",FALSE
"1938","Open","SANFORD","NC","27330","Raleigh Durham, NC","35.464499","-79.151750",TRUE
"1937","Open","newhall","CA","91321","Los Angeles, CA","34.377909","-118.563701",FALSE
"1936","Open","ESCONDIDO","CA","92027","San Diego, CA","33.134477","-117.057491",FALSE
"1932","Open","SAN JOSE","CA","95123","San Francisco-Oak-San Jose, CA","37.249943","-121.863564",FALSE
"6455","Open","MADISON","GA","30650","Atlanta, GA","33.559552","-83.476358",FALSE
"6456","Open","CANTON","OH","44706","Cleveland, OH","40.780679","-81.418712",TRUE
"6460","Open","McKinney","TX","75069","Dallas-Ft. Worth, TX","33.216645","-96.632178",FALSE
"6461","Open","BILOXI","MS","39531","Biloxi-Gulfport, MS","30.401504","-88.975755",FALSE
"6462","Open","Port Huron","MI","48060","Detroit, MI","42.972831","-82.453144",FALSE
"6465","Open","FORT MYERS","FL","33908","Ft. Myers-Naples, FL","26.466130","-81.831820",FALSE
"6482","Open","LEBANON","TN","37087","Nashville, TN","36.213779","-86.322364",TRUE
"6483","Open","HOUSTON","TX","77083","Houston, TX","29.688797","-95.644334",FALSE
"6484","Open","HOUSTON","TX","77063","Houston, TX","29.736941","-95.532449",FALSE
"6485","Open","ANGOLA","IN","46703","Ft. Wayne, IN","41.656296","-84.999023",TRUE
"6486","Open","Tucson","AZ","85713","Tucson-Nogales, AZ","32.178175","-110.994489",FALSE
"1965","Open","TAMPA","FL","33609","Tampa-St. Petersburg, FL","27.938242","-82.506244",FALSE
"1963","Open","ST PETERSBURG","FL","33711","Tampa-St. Petersburg, FL","27.771243","-82.681582",FALSE
"1958","Open","JACKSONVILLE","FL","32208","Jacksonville-Brunswick, FL","30.390341","-81.678420",FALSE
"1957","Remodel","JACKSONVILLE","FL","32210","Jacksonville-Brunswick, FL","30.261642","-81.740738",FALSE
"1955","Open","JACKSONVILLE","FL","32254","Jacksonville-Brunswick, FL","30.328684","-81.730704",FALSE
"1954","Open","JACKSONVILLE","FL","32216","Jacksonville-Brunswick, FL","30.266701","-81.616773",FALSE
"1952","Open","JACKSONVILLE","FL","32206","Jacksonville-Brunswick, FL","30.354506","-81.653542",FALSE
"1951","Open","JACKSONVILLE","FL","32204","Jacksonville-Brunswick, FL","30.312697","-81.695717",FALSE
"6475","Open","Cedar Rapids","IA","52404","Cedar Rapids-Waterloo-Dubuq, IA","41.944566","-91.672588",FALSE
"6477","Open","ROXBORO","NC","27573","Raleigh Durham, NC","36.392462","-78.988841",TRUE
"6478","Open","COLLIERVILLE","TN","38017","Memphis, TN","35.047141","-89.703889",TRUE
"6479","Open","NASHVILLE","TN","37221","Nashville, TN","36.074614","-86.922830",TRUE
"1994","Open","NEWBURGH","NY","12550","Long Island-Westch - Sub","41.521045","-74.023512",TRUE
"1990","Open","Frederick","MD","21702","Washington, DC","39.417251","-77.440592",FALSE
"1989","Open","Providence","RI","02904","Providence-New Bedford, RI","41.858657","-71.411305",FALSE
"1986","Open","SHEBOYGAN","WI","53081","Milwaukee, WI","43.756700","-87.721945",FALSE
"1985","Open","Shavertown","PA","18708","Wlks Barre-Scrntn, PA","41.320028","-75.941491",FALSE
"1982","Open","Fayetteville","AR","72703","Ft. Smith, AR","36.094254","-94.153249",FALSE
"1981","Open","TAMPA","FL","33610","Tampa-St. Petersburg, FL","27.995626","-82.430465",FALSE
"1980","Remodel","JACKSONVILLE","FL","32209","Jacksonville-Brunswick, FL","30.346975","-81.690417",FALSE
"1979","Remodel","TITUSVILLE","FL","32796","Orlando-Daytona Bch, FL","28.614986","-80.807092",FALSE
"6487","Open","MYRTLE BEACH","SC","29588","Florence-Myrtle Beach, SC","33.681457","-79.000473",FALSE
"6488","Open","Mobile","AL","36695","Mobile-Pensacola, AL","30.639676","-88.191729",FALSE
"6489","Open","NEWPORT","KY","41071","Cincinnati, OH","39.084211","-84.482346",TRUE
"2011","Open","FRANKLIN","NJ","07416","New Jersey - Sub","41.119027","-74.580080",FALSE
"2010","Open","E STROUDSBURG","PA","18301","Wlks Barre-Scrntn, PA","40.993067","-75.183875",TRUE
"2008","Open","OXON HILL","MD","20745","Washington, DC","38.804359","-76.978669",TRUE
"2006","Open","NORTH HAVEN","CT","06473","Hartford-New Haven, CT","41.398144","-72.853895",FALSE
"2003","Open","Phillipsburg","NJ","08865","Philadelphia, PA","40.697552","-75.178354",FALSE
"2002","Open","HERKIMER","NY","13350","Utica, NY","43.024587","-74.986943",TRUE
"1997","Remodel","AMESBURY","MA","01913","Boston, MA","42.845474","-70.907143",FALSE
"1996","Open","AURORA","CO","80012","Denver, CO","39.696813","-104.846703",FALSE
"2027","Open","KINGSTON","NY","12401","Long Island-Westch - Sub","41.965654","-73.989748",TRUE
"2025","Open","KNOXVILLE","TN","37920","Knoxville, TN","35.910318","-83.850925",TRUE
"2022","Open","YUBA CITY","CA","95991","Sacramento-Stockton, CA","39.141825","-121.621270",FALSE
"2021","Open","PORT JERVIS","NY","12771","Long Island-Westch - Sub","41.375395","-74.694016",TRUE
"2020","Open","NEWBURGH","NY","12550","Long Island-Westch - Sub","41.505655","-74.072070",TRUE
"2019","Open","NORWICH","NY","13815","Binghamton, NY","42.512952","-75.522463",TRUE
"2014","Open","AURORA","IL","60505","Chicago, IL","41.756269","-88.281537",FALSE
"2013","Open","kearney","NE","68845","Lincoln-Hastings, NE","40.682363","-99.085998",FALSE
"2012","Open","CAMPBELL","CA","95008","San Francisco-Oak-San Jose, CA","37.294549","-121.950230",FALSE
"2042","Open","MANLIUS","NY","13104","Syracuse, NY","43.001880","-75.979539",TRUE
"2041","Open","LEBANON","PA","17042","Harrisburg-Lancaster-York, PA","40.342193","-76.398506",TRUE
"2040","Open","CORAM","NY","11727","Long Island-Westch - Sub","40.871883","-72.997723",FALSE
"2038","Open","WEST MEMPHIS","AR","72301","Memphis, TN","35.146795","-90.195184",TRUE
"2037","Open","VACAVILLE","CA","95688","Sacramento-Stockton, CA","38.361550","-121.971892",FALSE
"2036","Open","VALDOSTA","GA","31601","Tallahassee-Thomasville, FL","30.818574","-83.314682",FALSE
"2033","Open","AMSTERDAM","NY","12010","Albany-Schenectady-Troy, NY","42.969516","-74.187595",TRUE
"2032","Open","FAIRFIELD","CA","94533","Sacramento-Stockton, CA","38.273764","-122.034614",FALSE
"2028","Open","MACON","GA","31211","Macon, GA","32.856956","-83.617613",FALSE
"2051","Open","Phoenix","AZ","85034","Phoenix, AZ","33.436571","-112.048805",FALSE
"2066","Open","SANTA CRUZ","CA","95062","Salinas-Monterey, CA","36.980847","-122.007528",FALSE
"2064","Open","BUFFALO GROVE","IL","60089","Chicago, IL","42.138807","-87.989513",FALSE
"2056","Open","SHERMAN OAKS","CA","91403","Los Angeles, CA","34.163224","-118.448930",FALSE
"2055","Open","EL CERRITO","CA","94530","San Francisco-Oak-San Jose, CA","37.902335","-122.303964",FALSE
"2054","Open","SAN ANGELO","TX","76904","San Angelo, TX","31.422323","-100.466900",FALSE
"2072","Open","KINGSTON","NY","12401","Long Island-Westch - Sub","41.925843","-73.992003",TRUE
"2070","Open","HUDSON","NY","12534","Albany-Schenectady-Troy, NY","42.254535","-73.766402",TRUE
"2087","Open","TALLAHASSEE","FL","32301","Tallahassee-Thomasville, FL","30.412555","-84.280962",FALSE
"2084","Open","KEIZER","OR","97303","Portland, OR","44.978475","-123.027280",FALSE
"2080","Remodel","Carlisle","PA","17013","Harrisburg-Lancaster-York, PA","40.199868","-77.171732",FALSE
"2078","Open","Winter Haven","FL","33880","Tampa-St. Petersburg, FL","28.004470","-81.730332",FALSE
"2074","Open","DURANGO","CO","81301","Albuquerque-Santa Fe, NM","37.279365","-107.878988",FALSE
"2073","Open","COBLESKILL","NY","12043","Albany-Schenectady-Troy, NY","42.680711","-74.472662",TRUE
"2068","Open","WATERTOWN","NY","13601","Watertown, NY","43.973828","-75.904053",TRUE
"18811","Open","Harrisonburg","VA","22801","Harrisonburg, VA","38.424148","-78.839447",FALSE
"18802","Open","Kingsport","TN","37660","Bristol-Kport (Tri-Cities),TN","36.550839","-82.563970",FALSE
"18803","Open","GLENPOOL","OK","74033","Tulsa, OK","35.959591","-96.008549",FALSE
"18804","Open","Elizabethtown","KY","42701","Louisville, KY","37.672875","-85.910404",FALSE
"22834","Open","Birmingham","AL","35214","Birmingham, AL","33.564980","-86.896300",FALSE
"18793","Open","CROSBY","TX","77532","Houston, TX","29.891902","-95.063738",FALSE
"25701","Open","Pittsburg","KS","66762","Joplin-Pittsburg, MO","37.434772","-94.705311",FALSE
"26974","Open","Lebanon","IN","46052","Indianapolis, IN","40.046609","-86.483759",FALSE
"26703","Open","Sharonville","OH","45241","Cincinnati, OH","39.294495","-84.392006",TRUE
"26650","Open","Liberty Township","OH","45011","Cincinnati, OH","39.416920","-84.471647",TRUE
"25783","Open","Leander","TX","78641","Austin, TX","30.582212","-97.857951",FALSE
"26599","Open","Chicago","IL","60661","Chicago, IL","41.878024","-87.641585",FALSE
"18767","Open","Davenport","IA","52807","Davenport-RI-Moline, IA","41.578723","-90.528204",FALSE
"27346","Open","Delaware","OH","43015","Columbus, OH","40.307681","-83.097020",TRUE
"18773","Open","North Hollywood","CA","91605","Los Angeles, CA","34.200994","-118.384164",FALSE
"18748","Open","Allegan","MI","49010","Grand Rapids-Kalmzoo, MI","42.532118","-85.871702",FALSE
"22748","Open","Fort Smith","AR","72903","Ft. Smith, AR","35.346150","-94.341619",FALSE
"26318","Open","Newark","NJ","07102","New Jersey - Sub","40.734260","-74.173454",FALSE
"6498","Open","EAGAN","MN","55122","Minneapolis-St Paul, MN","44.789620","-93.205811",FALSE
"6499","Remodel","DELANO","CA","93215","Bakersfield, CA","35.790213","-119.248706",FALSE
"6501","Open","MESQUITE","TX","75150","Dallas-Ft. Worth, TX","32.835170","-96.631210",FALSE
"6502","Open","DENISON","TX","75020","Ada-Sherman, OK","33.761988","-96.583197",FALSE
"6503","Open","BEDFORD","OH","44146","Cleveland, OH","41.393708","-81.536850",FALSE
"6504","Open","TWINSBURG","OH","44087","Cleveland, OH","41.310752","-81.447962",FALSE
"6491","Open","FOSTORIA","OH","44830","Toledo, OH","41.170402","-83.421298",TRUE
"6492","Open","ALBANY","GA","31705","Albany, GA","31.551835","-84.137446",FALSE
"6494","Open","NASHVILLE","TN","37210","Nashville, TN","36.143352","-86.744765",TRUE
"23481","Open","Killeen","TX","76549","Waco-Temple-Bryan, TX","31.108103","-97.801050",FALSE
"26100","Open","Morgantown","WV","26508","Clarksburg-Weston, WV","39.594407","-79.954351",FALSE
"6520","Open","PADUCAH","KY","42003","Paducah-Cape Gir, KY","37.053838","-88.649062",FALSE
"6506","Open","Norcross","GA","30092","Atlanta, GA","33.962024","-84.208086",FALSE
"6508","Open","KISSIMMEE","FL","34744","Orlando-Daytona Bch, FL","28.292804","-81.365523",FALSE
"6530","Open","OAKDALE","MN","55128","Minneapolis-St Paul, MN","44.962753","-92.962509",FALSE
"6531","Open","KAILUA","HI","96734","Honolulu, HI","21.422566","-157.747751",FALSE
"6535","Open","MACON","GA","31210","Macon, GA","32.870367","-83.701096",FALSE
"6523","Open","LAMBERTVILLE","MI","48144","Toledo, OH","41.748210","-83.625595",FALSE
"6525","Open","SOUTH ZANESVILLE","OH","43701","Zanesville, OH","39.906673","-82.017915",FALSE
"6527","Open","DAYTONA BCH SHR","FL","32118","Orlando-Daytona Bch, FL","29.152273","-80.969963",FALSE
"6528","Open","Bethlehem","PA","18020","Philadelphia, PA","40.673670","-75.344659",FALSE
"6544","Open","FORT RUCKER","AL","36362","Dothan, AL","31.336319","-85.710678",FALSE
"6545","Open","FAIRMONT","MN","56031","Mankato, MN","43.651619","-94.447955",FALSE
"6546","Open","WINTER SPRINGS","FL","32708","Orlando-Daytona Bch, FL","28.647395","-81.272117",FALSE
"25683","Open","Commerce","TX","75428","Dallas-Ft. Worth, TX","33.246662","-95.912434",FALSE
"6538","Open","YORKSHIRE","NY","14173","Buffalo, NY","42.529616","-78.478935",TRUE
"6539","Open","KITTERY","ME","03904","Portland-Auburn, ME","43.114683","-70.729931",FALSE
"6540","Open","DAYTON","OH","45417","Dayton, OH","39.760802","-84.252891",TRUE
"6541","Open","Levelland","TX","79336","Lubbock, TX","33.578998","-102.368169",FALSE
"6542","Open","CADILLAC","MI","49601","Traverse City-Cadilc, MI","44.237201","-85.453686",FALSE
"6563","Open","WAKE FOREST","NC","27587","Raleigh Durham, NC","35.982084","-78.539423",FALSE
"25717","Open","Cheektowaga","NY","14225","Buffalo, NY","42.913472","-78.763132",FALSE
"6561","Open","BRISTOL","PA","19007","Philadelphia, PA","40.110800","-74.853705",FALSE
"6562","Open","SWANNANOA","NC","28778","Greenville-Spart-Asheville, SC","35.599284","-82.404519",TRUE
"25804","Open","Huntingdon","PA","16652","Johnstown-Altoona, PA","40.490602","-78.044152",FALSE
"6547","Open","BLACK RIVER FALLS","WI","54615","Lacrosse-E Claire, WI","44.293220","-90.828763",FALSE
"6548","Open","FITZGERALD","GA","31750","Albany, GA","31.692942","-83.244968",FALSE
"6551","Open","COLORADO SPRINGS","CO","80918","Colorado Springs-Pueblo, CO","38.892715","-104.752238",FALSE
"6552","Open","WATERLOO","IA","50702","Cedar Rapids-Waterloo-Dubuq, IA","42.467374","-92.320611",FALSE
"6554","Open","GREENVILLE","SC","29607","Greenville-Spart-Asheville, SC","34.820371","-82.340682",FALSE
"6555","Open","VANDENBERG AFB","CA","93437","Santa Barbara, CA","34.736758","-120.535317",FALSE
"6579","Open","WALNUT CREEK","CA","94597","San Francisco-Oak-San Jose, CA","37.925643","-122.063364",FALSE
"6581","Open","LOS ANGELES","CA","90006","Los Angeles, CA","34.040342","-118.291929",FALSE
"6576","Open","HAZARD","KY","41701","Lexington, KY","37.254446","-83.198853",FALSE
"6565","Open","Fort Wainwright","AK","99703","Fairbanks, AK","64.820966","-147.634278",FALSE
"6566","Open","ANCHORAGE","AK","99506","Anchorage, AK","61.239739","-149.806069",FALSE
"6574","Open","SOUTH BEND","IN","46619","South Bend-Elkhart, IN","41.671480","-86.314058",FALSE
"6575","Open","MACOMB","MI","48044","Detroit, MI","42.629086","-82.934684",FALSE
"6596","Open","MEMPHIS","TN","38104","Memphis, TN","35.137445","-90.027505",TRUE
"6597","Open","BAKERSFIELD","CA","93304","Bakersfield, CA","35.317961","-119.030877",FALSE
"6598","Open","STOUGHTON","MA","02072","Boston, MA","42.101938","-71.067642",FALSE
"2108","Open","MARTINSVILLE","VA","24112","Roanoke-Lynchburg, VA","36.691327","-79.853545",TRUE
"2103","Open","BATAVIA","NY","14020","Buffalo, NY","43.001575","-78.194426",TRUE
"2099","Open","SOUTHINGTON","CT","06489","Hartford-New Haven, CT","41.638606","-72.874568",FALSE
"2097","Open","New Bedford","MA","02745","Providence-New Bedford, RI","41.680034","-70.940260",FALSE
"2095","Open","EWING","NJ","08638","Philadelphia, PA","40.245844","-74.764595",FALSE
"2093","Open","DANVILLE","VA","24540","Roanoke-Lynchburg, VA","36.594386","-79.410935",TRUE
"2090","Open","Milford","OH","45150","Cincinnati, OH","39.190544","-84.256561",FALSE
"2089","Open","KALAMAZOO","MI","49048","Grand Rapids-Kalmzoo, MI","42.325171","-85.517551",TRUE
"6582","Open","ANCHORAGE","AK","99505","Anchorage, AK","61.252153","-149.691912",FALSE
"6583","Open","Clinton","IA","52732","Davenport-RI-Moline, IA","41.855256","-90.186164",FALSE
"6584","Open","JACKSON","GA","30233","Atlanta, GA","33.294073","-83.962064",FALSE
"6585","Open","GRESHAM","OR","97030","Portland, OR","45.504138","-122.435352",FALSE
"6588","Open","HARRISBURG","PA","17112","Harrisburg-Lancaster-York, PA","40.322186","-76.788495",TRUE
"6590","Open","WHITE BEAR LAKE","MN","55110","Minneapolis-St Paul, MN","45.079782","-93.050246",FALSE
"2106","Open","NEW CASTLE","DE","19720","Philadelphia, PA","39.665353","-75.604550",FALSE
"6593","Open","Jonesboro","GA","30236","Atlanta, GA","33.578353","-84.374198",FALSE
"2105","Open","ALTAMONTE SPRINGS","FL","32701","Orlando-Daytona Bch, FL","28.663236","-81.375256",FALSE
"6612","Open","CLARKSVILLE","IN","47129","Louisville, KY","38.315895","-85.759533",TRUE
"6614","Open","TAMPA","FL","33609","Tampa-St. Petersburg, FL","27.945213","-82.521904",FALSE
"6615","Open","MANKATO","MN","56001","Mankato, MN","44.160358","-94.018092",FALSE
"2131","Open","ST AUGUSTINE","FL","32084","Jacksonville-Brunswick, FL","29.870098","-81.323828",FALSE
"2129","Open","AUGUSTA","ME","04330","Portland-Auburn, ME","44.312919","-69.795369",TRUE
"2125","Open","NEW CITY","NY","10956","Long Island-Westch - Sub","41.141781","-73.990641",FALSE
"2124","Open","WAYCROSS","GA","31501","Jacksonville-Brunswick, FL","31.207068","-82.337812",FALSE
"2119","Open","LONG BEACH","CA","90806","Los Angeles, CA","33.804790","-118.188911",FALSE
"2116","Open","BALDWIN PARK","CA","91706","Los Angeles, CA","34.084900","-117.965246",FALSE
"2113","Open","DENVILLE","NJ","07834","New Jersey - Sub","40.895863","-74.486115",FALSE
"2112","Open","BATTLE CREEK","MI","49015","Grand Rapids-Kalmzoo, MI","42.297078","-85.233428",TRUE
"2110","Open","NACOGDOCHES","TX","75965","Tyler-Longview, TX","31.630561","-94.652921",FALSE
"2109","Open","GREEN BROOK","NJ","08812","New Jersey - Sub","40.602395","-74.479023",FALSE
"6600","Open","EMPORIA","VA","23847","Richmond- Petersburg, VA","36.703266","-77.543590",FALSE
"6601","Open","BEAUFORT","NC","28516","Greenville-New Bern-Wash, NC","34.726053","-76.645362",TRUE
"6606","Open","CHRISTIANSBURG","VA","24073","Roanoke-Lynchburg, VA","37.166585","-80.422101",TRUE
"6607","Open","ORLANDO","FL","32818","Orlando-Daytona Bch, FL","28.578791","-81.475846",FALSE
"6608","Open","BUTTE","MT","59701","Butte-Bozeman, MT","45.983804","-112.510107",FALSE
"6610","Open","Troy","OH","45373","Dayton, OH","40.055418","-84.237989",FALSE
"2127","Open","Hazle Township","PA","18202","Wlks Barre-Scrntn, PA","40.982495","-75.980314",FALSE
"6623","Open","GREENVILLE","OH","45331","Dayton, OH","40.115231","-84.621934",FALSE
"6624","Open","Pensacola","FL","32506","Mobile-Pensacola, AL","30.401986","-87.318732",FALSE
"6625","Open","MANSFIELD","OH","44906","Cleveland, OH","40.767334","-82.589939",TRUE
"6630","Open","BINGHAMTON","NY","13905","Binghamton, NY","42.109236","-75.940479",TRUE
"2146","Open","VAILS GATE","NY","12584","Long Island-Westch - Sub","41.458553","-74.055381",TRUE
"2143","Open","GAITHERSBURG","MD","20877","Washington, DC","39.119862","-77.182030",FALSE
"2142","Open","LEVITTOWN","PA","19056","Philadelphia, PA","40.133586","-74.884966",FALSE
"2140","Open","wintersville","OH","43953","Pittsburgh, PA","40.375102","-80.705061",FALSE
"2139","Open","St. Louis","MO","63139","St. Louis, MO","38.602964","-90.292279",FALSE
"2137","Open","Seekonk","MA","02771","Providence-New Bedford, RI","41.797269","-71.331088",FALSE
"2135","Open","CRYSTAL LAKE","IL","60014","Chicago, IL","42.229350","-88.330428",FALSE
"2134","Open","South Attleboro","MA","27030","Providence-New Bedford, RI","41.913936","-71.360851",FALSE
"2132","Open","Glendale","CA","91205","Los Angeles, CA","34.142623","-118.239233",FALSE
"6616","Open","WINSTON SALEM","NC","27103","Greensboro-Wstn-Salem, NC","36.062812","-80.303802",TRUE
"6617","Open","WALDORF","MD","20603","Washington, DC","38.612265","-76.927677",FALSE
"6620","Open","DE LAND","FL","32720","Orlando-Daytona Bch, FL","28.996497","-81.303792",FALSE
"6621","Open","DEFUNIAK SPRINGS","FL","32435","Panama City, FL","30.698685","-86.123136",FALSE
"6622","Open","SOUTH BEND","IN","46614","South Bend-Elkhart, IN","41.630004","-86.233910",FALSE
"2162","Open","BRIDGEPORT","CT","06606","Long Island-Westch - Sub","41.217739","-73.213561",FALSE
"2161","Open","COOKEVILLE","TN","38501","Nashville, TN","36.138965","-85.502156",TRUE
"2160","Open","MONTGOMERY","IL","60538","Chicago, IL","41.727452","-88.319721",FALSE
"2159","Open","READING","PA","19605","Philadelphia, PA","40.386350","-75.926979",TRUE
"2152","Open","SAN LEANDRO","CA","94578","San Francisco-Oak-San Jose, CA","37.705418","-122.128041",FALSE
"2151","Open","LUFKIN","TX","75901","Tyler-Longview, TX","31.333688","-94.719363",FALSE
"2150","Open","WILMINGTON","NC","28401","Wilmington, NC","34.224646","-77.944348",TRUE
"2148","Open","SOUTHFIELD","MI","48034","Detroit, MI","42.500260","-83.305233",TRUE
"6631","Open","TULLY","NY","13159","Syracuse, NY","42.799697","-76.123989",FALSE
"6632","Open","DANVILLE","KY","40422","Lexington, KY","37.618301","-84.772593",FALSE
"6633","Open","MINT HILL","NC","28227","Charlotte, NC","35.172782","-80.657264",TRUE
"6641","Open","Wyoming","PA","18644","Wlks Barre-Scrntn, PA","41.300784","-75.852955",FALSE
"2176","Open","IDAHO FALLS","ID","83401","Idaho Falls-Pocatello, ID","43.511974","-112.014487",FALSE
"2174","Remodel","RUTLAND","VT","05701","Burlington-Plattsburgh, NH","43.609629","-72.973894",TRUE
"2173","Open","PLATTSBURGH","NY","12901","Burlington-Plattsburgh, NH","44.681574","-73.448525",TRUE
"2172","Open","RANCHO CORDOVA","CA","95670","Sacramento-Stockton, CA","38.594471","-121.287702",FALSE
"2171","Open","AUSTIN","TX","78704","Austin, TX","30.216892","-97.754939",FALSE
"2170","Remodel","CLERMONT","FL","34711","Orlando-Daytona Bch, FL","28.548195","-81.744502",FALSE
"2169","Open","AUBURN","NY","13021","Syracuse, NY","42.949357","-76.547815",TRUE
"2167","Open","APOPKA","FL","32703","Orlando-Daytona Bch, FL","28.673337","-81.499950",FALSE
"2166","Open","Plattsburgh","NY","12901","Burlington-Plattsburgh, NH","44.697297","-73.476481",TRUE
"2163","Open","COUNCIL BLUFFS","IA","51501","Omaha, NE","41.261763","-95.867280",FALSE
